台灣,#genre#
民視HD,tvbus://8ArqFxRamqNppteeAq3EGzbMv6WrMyU8h65S4FUzKftswSgaof#tvbus://7mdqYJYbrXQBQy7iEwzA7LhEazcLH3qPUvLLHfUDvahsdUL1j4#tvbus://7XHorpdtn7aifDLdbU1kQyxsDP55W1nsCy8An8dp4Wm2Z5hMfr#tvbus://8QZ8b26SBVK4p8SVuVwBmCiiw86DnQQCEDRiJoAGNoRF8HBwCX#tvbus://8SjyvnXkj7R2tzWXzuuDhY2wkyD7fbH1SyM8SZDpDJNpYLrRvp#tvbus://6ti8KSNRutbNFfTxxHDWeTpope7dYUM4kYaZvhuYJWkQVQPfwN#tvbus://6f2wtzyeh1DVX2VJpmuYDM7Gdd3uySMJvECUUAbR9svdJN2qyJPtaT1mDwgWd
民視HD(备:1),tvbus://8Kh9DfxeFuPgHRVkawsGiPggp8QF9dK7Yc5poc3Tp9TcTNAW9U#tvbus://8ieEwUeN8gBZyaXS4zJ6bhJCwm19797X2UEBEmQeFgNMvP5Ca4#tvbus://5bewpnddU6xm4YFnEczdrrkF9Vy5EAQhHVqekEUbw3oBqRRG4g8gQzsjy3ddq#tvbus://5f5kZ3MQH7ZxnWH7X2LM6WoiTE68SazK8FmYw3JyjmD3mfynikyCT8B2T8PrA#tvbus://6XiGGNZ2UyzMtLr2HASgVAMyy5qohnQ2YgHfuR7kB3DS9GYWAnMGz3HjCLrso
人間衛視,tvbus://8k9m3n2WYw9kFd6P9iZz7PcfQWf6t3Bgvd2A5XipFYXyqNpqQC#tvbus://77HZ3JbhhjTaJb46X3Waz5nBE699bJA2pfgfS4GGNRcz4M5uFM#tvbus://5NPFMeYibzrKu89LpBp3BM1Jfp1riGAyC4QCGYnYsf996bqoUubsfKwhfbPzA#tvbus://5SDBbHCNnTiGVYrLD3ZVcGSdV5oRF7r83xyigoCtsuwqiRPHb1QLAazEnmDKv#tvbus://5ka4y4G5obU4UXvy7vzaJqzynghq2iBjK7mus2CxR5hDBZmqkderzvnFAriaT
台視HD,tvbus://7McbnLcjF7iwxccgYdChcBQ8mwBBAuQenX5XNiK4EtkjqQ8237#tvbus://7CG3WEPcbk22jAvpzuNh47GyUgYeYYwGW44vpCfD5trmSse5Z7#tvbus://8gRxsCApbeEy393bcT4qFRyyJHoC58xBV2Rb59PfGUGsdB8GhB#tvbus://8PsznXeXSofTkEXE5HJhj3ntKZZxJvKQieHJMg64FdL7o3Pky1#tvbus://85dkces8LggS7xXJAkVAnPdMxSmeUs2LBp1NcVRQTK386hRk65#tvbus://7BBfTbeQgkNUrNHBXC71PaRMNTUNEXWQeDsa1vcJDPqcR6imCT#tvbus://6YsAYC5WsoZ3FsrnMjc8htWS89ppLEfLSReLyCZXixx8f9hpVNhMcBaHGuw77
台視HD(备:1),tvbus://7KyAGAmq5FHE6xtPyU9AeRia1cNjduW1whP4pZHeHb34wpU2jY#tvbus://739m8FkBYfjcsEXJMdzfrB4KxPrcctgMBE4iD9BVFG6JF5aFqT#tvbus://5zZ8tjVuZfgQjk55N3ZTEKMHLALzX12XcFCcR9PguXsEwtXruZg2KJYHqnSiW#tvbus://5tVqoP5qw9A8zizGojbnyiDru4gb2284PdZ2ocVZ1sE5i8FRai6rb1Zw6c4zD#tvbus://5LCTJoytp2xcf7WjVV6UDPLasYACHbysCtQmAQTBuDxuhz8WGe2vG9oggbbwd
大愛一台,tvbus://82MiJYhVTxkiXXqHEnTHmttFhpNnHA6ny8NySmXmMGaJ2nrmxk#tvbus://6zggFjuTsqGExwwAdxVZZW7rQH4KMXYCCgJhpkrvH7N1BdN9VC#tvbus://6W4yhUdzWPM2Mgy4Mt8KrK7cN6XhWsQKqPbSmZqCecWoP5v1rN4zoRGRuMGF3#tvbus://6a274yZ1acfug7br7BSVrJwGcBAny1NYX3ksh6wUn9L3hdcM28wiEJzV6mP15#tvbus://5RWLYxjzg5DcnRV9y5o7awNhqE9pLkgJcgxU42toaeiUHfX1pWonKRX1NCziU
中視CTV,tvbus://7yEk39yr5u8vkfMRSukqzvVYwGAbQooRoo5iybpZwMETdtCHcq#tvbus://8ZHTCEYY9Zup7d9Kd3pQHfSZH6dzkraiR5Er2JwhtnebjtKWx5#tvbus://7LNn2Ya1acucB14dVXSAYNvBnq5Lfy4vUx3vV3cNdNsEu4NUYr#tvbus://75LKgxGCPMDP3aWRpTocsLBuzfqzLF8tbUnpJoApzYMnRKpho7#tvbus://8HFpbUyUy1SzDzi1krnE61xnmq37kBB63CdRJ3GzCdBRvhrZmt#tvbus://8LYT1jF7VY76PDCBgV1nzA8BuyJbW55Qi3nvP98zonxAYNNjQi#tvbus://5wsZGGjWRb5m6gba5scG8gQQf4JoT34NUFm1wSirxQoHHRiihS7n6sbWMVUVs
中視CTV(备:1),tvbus://7e3weeREHmG3pweb1JSFWsmoDak1sp6UFoxZEH1QjNrPdqG9KT#tvbus://6ywgCjLW89MRRtfdUWe6m3YxoRUKzA8MAg8HDx8kxE5r9jwyyJ#tvbus://5o8H8RfPr4bhuCNFfZMEX8tumsWEQkQsRMTwTre4JqnBNPZdxQ2EWNYVyqUNm#tvbus://5mMvA8C1sFnheNgeurGbgxRUaWQBrXWjSgAgtAsYir3WH5wKZR3QDH5UiGX9y#tvbus://6N3fbhTkcKZ8Hagr48FYk18E27fR27w8mYUCVBkXLjWfCTCVycYChomKa6xMS
霹靂臺灣臺,tvbus://7awF7fDV3rMyGPZx63WRM4uFE1yu27Nfo3qEmQACm4348ySBam#tvbus://83zLVrSVMVzB48MZspNk4yMQDxbjVb4mgTz2YCPNBj8ES2kntq#tvbus://5eYdL4Rt6KbrPMNnkeomgNk6HtusZZjzS7cBmERsbreFW4ngRJaaFERv7DoyH#tvbus://5sWsLKxuL9AE4qPSVTwFq1yU74xwHd3suV9ipEx8chRBUF1CFVMQjs1C41AqJ#tvbus://5RyZ9XKH4u3ET6FncwA91EJJA5sbC6LbroM4zngUd1UtKhWcxTozLW4bj78St
華視CTS HD,tvbus://88EPTNMBS3w4Feas3rLxzfVN87Q4Cbm8gxGAoEiCBjG7p9D6QA#tvbus://7XwNWe2uBjqepYDARomHJUiHDx9aqPPVNjdhHjMYUpw2Nr3iq7#tvbus://8HmBKdM93wufLG2cPZ1Bzczuz64MNX6mKEEM4jZnJAEkaD3SyH#tvbus://7bLnimgQ9yApVQKnJZ7V6Gw3HRmARrQxtQFJXbNAvEgeKe6NoH#tvbus://7DhV7SRgo1agfW5u94jg1d7Zp3a9jqmzV6ZGLizuhyL1P6Cc1h#tvbus://7XBkQnf637ezhJGmtgdr8XegcyJKEZwzjwnRfamgeRvREA9tft#tvbus://6JtgLse93i5Fa5dkfDwm4SgEerKVhWg3z5HzQoVJagmvHnMgGuEUTjzx6hWnu
華視CTS HD(备:1),tvbus://7RnKfQTZ2kj4D2hGcqvw9fgb56EQpAhee8c52KFwvNGiXVof6r#tvbus://71nP9Duo9YDDuhn32rF2FWKwQMZEkNF6NqTKC56GoTCg6AjSk9#tvbus://5v1ZDYU8fGfFszS5wXQBt8gtsZpf6UpR9VxCVKrwxnN6n4SFUtY8wjY5rD9ai#tvbus://5gcAApm5k57f2PKPuLpdq7KCJtvWRNiRVHf1Fk4nUW5fw7K9ndrRjsWxqKwxW#tvbus://5sesbByrivWerqfWi9KuF5dySeJwZHLfDfuE7vysB2GkznbUS21CH1RKb8S1S
公視HD,tvbus://8aMjkZiYNf8n3VXHL8HkxdKt8ZPJcdKvwSkcXVYtvHW77QejTH#tvbus://7UEs2spg4qPmsBt4vp9UgpPyBAA8ZkqnoJeyCQxJpBUEieBZcE#tvbus://5hqzQWAVCKYHNjpjdHHnx9S6Qjjenc2dE5Ed6TUsju4XhiZdT2gjfv34WWcrp#tvbus://5rg2BcPQZDpWQgdLK37BfeMWGkaDvhZ9LWHtDZAvANWYircB1QLcKFLeULTdc#tvbus://5vr53T9RHQBxSBEZXwjAzxDjUZoo4JfxibUbVk3zvBJP8Z4QCXDtNweDYLrz8
好消息1,tvbus://7t7cdxazMbKpckKhtf8mZ9KtJDRKRgiebHTc4CYpZ2eS7aqYZh#tvbus://8CkSXm2Khie9atL8QwU3NkUiWbRgwsUSFnhbbk7CURhS8FUzYP#tvbus://5Wnuny34sVPwg84kMPCJuMrHcj27EJMzSnxvX8QnuWReTCCFiCEFAUVuJfcWo#tvbus://5WW4kSG8rqYboUgJPYeyLA4zrWLcS66xuvHJaFAefwq6KJrdv9hvDfHjSbffD#tvbus://5Ju6uLX9T19KCojDLGpy1CbkiL6f8fUfpHH8CJ8yjnLhAX76NtqdRfFyPfVXS
八大綜藝,tvbus://7knEMPC9LLfT91HNUD228kEt17DBRUbPj6zQhiWBWjRFLjLSWd#tvbus://8h6XHKDU1LrYXKvaZvw11apccbkrHhJnAAt66vvSBDVkerDGVA#tvbus://656LUR9a9byyZnK7uM5YXWuCrfRcMUJLwT18po653WofzxfpkUDJdfYQzoT3F#tvbus://64FnVWjXZLfkauZCBgxJfy1pa757tEtYoA3LC6A9tttLebacyufFdWuthCQCk#tvbus://5QHdkZkeaFEsgVdFapBQUPL9v15rffizEoKmjHB9DxaWLnFjuXcQnpaxcBXYn
客家電視,tvbus://8Q3B1AjxrtXU1w1UKM3Kg9NJKaJd8UK6v3R13ciqLynXVeoDvg#tvbus://7hHeynYkFVFF9yQwwvi1qV72gz6EwnCW11pgxtcsJw8QxVCi8g#tvbus://6i9W2XG934vqFb9xLcd8w25F8V6Wd9eKLw6m7WMEq3WKs8EWt6YdRBgBdp6Jm#tvbus://5jTJzLUkPCyGrsz24sP3vxG5cz2R2y3YmKAyBaLNRnewDeJ6W9ULdPVuFZPPs#tvbus://5dYmcFW1XugLK9916yPNE81Gybvhz8SZqkQnNAA9DGfMpKets6kFVmRQ2FaAv
BBC Earth,tvbus://8RxAtsoEhgjG8f1je9LHyNPyiGUxvAGQYqfsRfXt3chA6vcDsv#tvbus://8mZnBwjixKZEb2tzjZEmDJvFXzqnHn7TiDEMsVM5AGg4FPuNhT#tvbus://5UaBdLDCUNPDik723XFLxkXNPHmuFs2s38p8Ci5LHmnsBoYwKmUuYjHVLH5e9#tvbus://5pxQDFeXZuNurzKAEjBmz6bxdTAZ1UNqKGDphfsrSkuQURdTCcsTk7kaqe7a5#tvbus://5xrQzCJghHSFY1FWAouQFQi9UNUiBkC3AYz1sbL33AxEQRDJ1D6sGiZkCxJrs
Discovery,tvbus://8C263rLCFQmwtpyUAZ71PGYREE1qGSdocBjDM1RDefkdcYEXbc#tvbus://7RM663UbvbVJvTtPRMihoKGu5umsz8MooyYr2cee9eTMKnC66y#tvbus://5KK2EwbBGi9hu844GdABgR7h2YQfMSCdcvkqvgYnfPLMJtWzfgttqwBXgv1ph#tvbus://5gjMAwJseSonbUais8fuZ8nNfNXKc63u9Jx26dxAk3k38fQ7zt7yxyEsM3VPg#tvbus://6GTqDgtrvJd19VtKumokhoMFhqpTgCxMqrKmVSR78J5rdZ2zPLHk2cmBmEDjY
TLC旅遊生活,tvbus://8W1zdB9XnKX6qwZppG9BBiBgFHvFHm1tHhjVhCRPgHTmMkp12X#tvbus://8GEUve9SjaaWk4t8zVBaLU9JXzHaVGFAMevu3pKVeCdzzKGs6a#tvbus://5QZp4H3T879UjZqFiyE3z7T5wSRMFh9uHQpSoGB26W6oikQSkyiJKqai3XTRe#tvbus://5poqkZcQiRrBNKyxn39x1URXbVCYv8K2ZmAX8WTrRN1omAPqWoNALwds17ftS#tvbus://6DgH4yBZcyCR5SAP9hpqkTQZMQDcNLS7PSeUUrJyGMwN88q97ep6Hh4LJJmg8
CN卡通,tvbus://8JUjoPciaXWT5qwoEJ7kouuy5nUWEvQHVp9zEW7pTrgy7qLTSG#tvbus://8SaL6WQFj3djt71Nc8Kd9AvNj8uK4VmPDNKZ6sk7jV7Kt5QNVw#tvbus://5tHNro6y1aow2HAXMuGq3vwjDXBshMzRvA3BSKWcZRQ5XDcfq8Xju5qZtdPZj#tvbus://6joLdMpQw63XsQRrrC3jiBaAbUcQUknB5x2ZysvggGXVG8gzzcWSiQscKK9T7#tvbus://6bzvYfQU1iZNd6TbrSVAfxvsKVnGN1NvqqnLUFiArczkD3zAzuHi1oSux1TqZ
Nick Jr. 兒童頻道（无字幕）,tvbus://7PrQ6dbbMW1FAHV4m5iRFitvrevpBoTvnpRBSwgx248ZpCCkd9#tvbus://8TAX93PG2E8YVPx116314pFVFcJNdUG82EkCt6nR7t15tS9tp1#tvbus://6fB21SKASsZUmXWGG7sFRJVcnaNiCEKYmsoRgh4yHBtgbWE7y2xH9m24SeAuS#tvbus://5zd6hTkmqpbhSzicXTjdsb9QkKvg1KogHVQTaBgDgojj3J1kTeY2o6NvmuRS5#tvbus://6Q3nj8VYvr2LhYmqF9JjzZRWdmyfy5WBW3oRMw4dqfq8YL2zZMKfYDosrNpp2
MOMO親子台,tvbus://7gW7TTGH7xAayrvW7tjk8Frh7gP2Bk1jCBctXx1DwV7Xn1zCEn#tvbus://8Y9zes3PoTk95sfLzbWE8WZTPkTrFnirWBNGtvbSiLUM8Csaxn#tvbus://6W9HuT5Mm7zwXqNevAnkxdmA2RHjTijYnCt3cTsa1CFbmkBYKfgcUebxkCMHD,tvbus://6R7pvUmWQvH6XJtFAt1LvLp4URa7Q9FvctjahVJszdaXqJkDPohzNVwXSx4pg#tvbus://6PSqnnaRjTEpxBwMinQgxWh59xKiuBhQirD2RQyprsgF3e26rv8ZFPKhDemM4
東森YOYO,tvbus://8a5M6J3iQG1bZB5ybVteDErC4gdbEWfTH342VtBZvGpPVqTzir#tvbus://8TBmJQ3MV7ArFcqGWZ1MnRh2QU84UbSNLsAfWanhvvzKq18cSb#tvbus://7w6435uPLDXaDQAwBh3RooZwPBjaGvhyMGwv4FoQqGwsAX8cGF#tvbus://8MRZJwG2VF3MPRBLvexYxoCwxkwwhv9bCHYEq9B9invsZzFZiH#tvbus://795ZjP7Boh5PMtCk8DYzFhhCDg1ceYPik4ervLFoyG15m2cLAk#tvbus://83b4CRExXR1C91dQ8HEfaafcMnVyQm84piXywzxC9z4JMJPJCm#tvbus://5nZHSyDAw2UQHQBSWkE4GTNhYJH9xbEzkJ1snHtv3YWciYiHJcwaozAkBvVsz
緯來綜合台,tvbus://73GaigEgq7EmA1tGiZr3oznTGLJ7cQqqjQkKU9S6Nn3DQBoC6i#tvbus://8a4erPj48qMQCmpvCkzCzsFSzSqDKCC9oQGjqqkKahn56AxY9J#tvbus://5ncZscMeHCNxG3od9G8j2CyRpxgNQLVXzUr5BUuV2SAbYZgLCC8kwwP7BdvcV#tvbus://5tno5ZcvhRE9gkv2MQ9scw9Pkj992juR48jbpXV1UQ2k4fz26Js7fyifZDbWV#tvbus://5dyPXLqNHfaVjgAs9QPphqo4H51p85dGiri1kiUgXRDjJCfQLx7oKN5DQu5H3
八大第1台HD,tvbus://8M6cepMGuPkDXVRtMHkgZ5PSDrero8XGHCJcSkQdLRZFcvhopb#tvbus://7iWWyMgbFgUu9WJoio2RPUA2ReBupjr3u85UbFJacSF6Gp4Ygn#tvbus://6EuKgDcwmynSF49dhucTbs8qY36BAC64yYRz4nsP7Q3CwJ5Ac9s9hP1NeGH3g#tvbus://5pRbd24Zcssj14MrCnZkTicS4fpd71DNfaemZsnLeZQSCE67MujUdGaBCxcFw#tvbus://6GJidHEXgyVAFvDNu6ro9gr1hW1dZcnhnFs9ZzmatWjzQvxCV6YnAHBahymTe
八大綜合HD,tvbus://7eZeHfMrGiuxtJCRFoRugtAaQYVchycK2KdjsE9tHKCTiAZjMN#tvbus://84NSBSJkn1KAHV3i7Xp6Srwrd3im9BdxVRMjGTYR8cHnWTvS6P#tvbus://6cfaKt6zqBnDQ9o16qu2aLMXsxZ7UN4VgUwanzkzNu2VgxLvCtjiGizeGEf1u#tvbus://613WULLzYTkQ6oPoJ2B2sbSfL41YapjLJFE3gq82HNHteuLCagZwmBqNEqmoJ#tvbus://5iZRT214Tesm64cNtoion3N8QkAvkzZXTV62mbCumcMLc7FukjkFxRwL8dymF
八大綜合HD(备:1),tvbus://7161UAjFDd3aQTYbV8zYkJQ4jj4DggoTHEXrmyfouwA2QFcqFD#tvbus://77paN2TiiLYxdWT5EnocTxZwBv8H2YdJ955VKw8guARNbLJo3E#tvbus://6V8tjWYhPWv6JK2fQTtJKncsXhqxYdHL8peoDEuj9vTiRsiYy3tL1F8HQKnNa#tvbus://5cN6Y9QnZVQCw85oBRCQ6rDykF8ktzcx7KZ5b8AiBjoFCgvAUtCxzdSgYQv4T#tvbus://5bLNWYjjWTLfNvgpEGMYms6ePzYvhkjmXqq4tuK2sSdrstMqs1mhWpcNWsyTd
三立臺灣台,tvbus://8ePWdp43aA31EDmTXexoy1p9s5KdxthFG62hxgcmPjQ78Va7Uv#tvbus://7anR9FWKShheRxy3kYSUqMcX5Lk3ntycY8JyHLxwhniEoue4ct#tvbus://8h868GUZApC9iR4ug3FVQSS2Z1ixH3H6CnXx3vidT4T3KmkV5Q#tvbus://7iiWfvkRcwWqccWzGzNYwVQPhxptCuunQMSzYeqsDuSwvssMq7#tvbus://7BAvQTgfEPmbE1yuACH393n7LTckikhFhaiuwsM6E96VWHtxE8#tvbus://8AMRErAMLkESNh3BjqBUPFLNCubMkUn8MtEsMASstokwJZbxpc#tvbus://6g2gbRYMpS8WDSbjxQS8S1nibXB1pSaLfs1n6os7cCfpmMthcnSxMqtXTCrYB
三立臺灣台(备:1),tvbus://7PmG79jCRQpDULVaKFaJRePLvdG7tLzXnuL2TwQiHU7ihqfGYv#tvbus://8BiCybTqnETkFAJFrU5bowQ548ZVF99SjNbrKjUgPxdtq6RwWF#tvbus://5Y1roiZH1hvLfobW3PmPawMaRH9kvQg9UtuFfxobMscr8bzEHmg5LYGy3dgFJ#tvbus://5x8qsKZo9zreZ3FdUdVAdudcQ846YsYJi3fUiH5hrK8YyRxddr33L2LVPnaJd#tvbus://5yz4qsCYZ3hBCKzmrc3x3e5g7wqn9n58UCte1yw5LzwzCtdzdqZVvxsJktqKR
三立都會台,tvbus://86iawyg6YJNqqjzrC8P7RDzkgvkqtb7Fta937fQYB3BfLx9j1k#tvbus://7zR1VYSwg9Juj2royTAWU8PoXjghULvUojfw8FEDTk7kBbb9aY#tvbus://86nrQfcEWceh5Hsr5AynQMt1wJNW3KuGmPCJ5zayfuDj32PAw9#tvbus://77sKngWiGGpk96gyNwTvTpvFmLkcvLMPfwkMNSVy3n4LbJjpu7#tvbus://8TH5xY7G3KmPAJurcBY75bHeUXLBw8avis1eDPKgB12he1ygaL#tvbus://7nzVQAyMaoBJZsPn9GK2rAnRR4Nq4pLzzRYngyPE2zU6PUvCui#tvbus://5jJzRvnFHLbh5YNQwjXQ9vM7szxpP9TaRd7fZJm6dRsRuc5jq1PBFa3Zaa4VF
韓國娛樂KMTV,tvbus://7UfnZbbsXSNkXEzvkmZcR5bHCwX8adcbh44mstVgfx3wy76vTA#tvbus://6qkiPsxz8gJ3WmyP5M32gRZahJS7Su9MaN1jRWT6NRRDD1aFxT#tvbus://6PpM4xxAmTzJN6bQSHbBkbvJxKQZnxJzfNjyDK4SXYkrWUeKfG8zHxtK8idwN#tvbus://62k8cxG8mqC9PqxFJoiGQ1HmC5DEyxkXgHgBSKH1GBj4NDfYbDWbJu8SczF8Q#tvbus://65uiEsEJxdmL6ZNSUpqz39MCWd2ziNV93A34sZB3f6cWTT9guzPDNojCS3BHf
東森綜合,tvbus://7gNxWV1BLQMbhrLHD4Jxgkp1XYXibFAPSEDua6h3CALuv2aapD#tvbus://7nKAQEqZkb3Qt4wANhwZWfjbas6Jyr2ntKKXerYd9Q6v9rAAYe#tvbus://8Sn7iUCfb62xZ8ECJPMBsYG9qZNpnbb2VTHVAGfygKo82PK8Dg#tvbus://7PZU2meDaqVCorSuF4jmb8P187ozm59hnwPBPFBgii9eeHefiR#tvbus://7KHeCenjfbt31JsWYpXr7wHz7uFCUCxfKnBVvpeky3h7QYNNK8#tvbus://8GcJdbgbE887nDcpjmpRRVYKsWmu5W5QDL1FAKYC6JUsZ4J79J#tvbus://6XyGTJ7XzbjA7StbDPTsJjGoeG9BvsabDnixXXCtgU2xTfHoC8ohQzk5Hxd2P
東森超視,tvbus://6tLpWsJSVvreFhLgWFc5xSMbUar9bCRwGuXd5ZsXwCnfQj54q7#tvbus://7seYe2RNPGssdpGaPE7ym5wSEyXPjphq3sHB8nbEtCDSHYriqW#tvbus://6e3WK6SxcwHSvbwwpW4vTniUuk3CccE1EYKeqwHmCwREnbvC91AQrZa18My7s#tvbus://6QFrxLqAqv7MPG2kPpa7kSN9tJzxZT9uBzMMuasEuYWmLzyybQu7oVmRzQYQ8#tvbus://6Khsv5wu5wzdWtTgKiiQPaY37PfJNBo9cBc18bGtryRuphFUx1kmY1KJ774cd
中天綜合台,tvbus://6ujmqQ7yVKCFxmUKX6HkHprLzD4TFT66VERA3EX3FZKDToPByf#tvbus://8dyEmN7pSCYusKRXD6w8x6hCMxmehMm9hr7j6m5LUPkwsihwAa#tvbus://6RfKoejw7f87EeMPDSuPHZCqKntYGgAxRVHwbmvT7zVVudJyB5426wSQgKqsi#tvbus://63CUUuvjKRKD16Fe1tDJQ3TpCtSGaCv4YXN9b5u2GUxQWEcYNNZ5H9C8YEt6K#tvbus://5MxZDtaxjjbETfEYFQRrzvEY8MExX2tWcPZTK8d3Hr7TvhNuLLUBjM8idE9ZF
東風衛視,tvbus://8aViHnm8PufY2rGr4pQMNSA1RFxhJs8iSGppyLx2iizZHeKFgf#tvbus://7WwGmKZsiFTyLVgjnv1cn3rv4yYg5xim3aBBzL25TQWtJANY2G#tvbus://6511yUpZBF8czdc4f9spmptYMqfBfL5RSeMnzKAjrSJTjtNMunwYo9QTZyNGr#tvbus://6Qef7RbrdyDim4q6UFRZH1tXnxkyQcFPYbNcBeApfLaHGEbo9zGQd7ZtnBxwi#tvbus://5vTeEgwgjQd3Q4QfynwHVWkmcVJtMaJ9JVWUtqCXQfuFKh1zcSHJKGGbEGLAp
年代MUCH,tvbus://7on8iz4NiC2ysNyV4x5QdvntP2vyf4kD8WpVNhuyEBWfHAKj8k#tvbus://8VfVv73SbbxPd4KJop7kKgsyU8BCyEMj96hVL8sYavibUNBFBr#tvbus://5ZArKpyLCtj9NMfrZA37yZM7JJfntwnWhXBBdAee1UZvYdZTeRM1EWJTqV6iy#tvbus://5U2ZGb1qUWgH2Ks6w93oUSCGkxYLLYFA6J5qcECjm16Px9upsLAncJUnySfrr#tvbus://6FXUPe2dsaMs3EvuVhTY1utVTpsbrC3N8dV5qNeGq8vJQVqiofBRRugPqZYF7
中天娛樂台,tvbus://7UcgjBDXQiZvdepFjyCaFCtvLjEWC8uEwtnxWoir3t1BBntNKn#tvbus://8V9kX4t6Dp4mbXFDDAWvFearKS1vCsCcHHXuZ4h1XRYoZ1SVyr#tvbus://61V3KjpbRgPbmuW6HM7RCrPSGF44cUB92JAMjqnDRisbhWbiUyUULFu2ZEC7x#tvbus://5qe93DdTchKJx3QQzbCSrCnQzaF3k3q8Rs7Nef6W4LFvb8fWm3JxxqWAzqYAS#tvbus://6fzgDd3XUrHuAnQDf8z4wChzgZ3Egm4QXbwGWrVxJRopj6AN98h5VUc2AQkV2
東森戲劇,tvbus://74eWQ3GKtm2oagYwZ2sUv7ehSsm74nyqfBwP8ZdSSeVncD2SzG#tvbus://7yKG8rbg8r6F5uRKAd4EDPKFCRwTCY5wrAaJoJ4jXV2CCv6L23#tvbus://5rKApXw2nKNwsYBgasxkch8mcdai9gMEEhiwowPRQYZFX9ysExCJqea7WenLq#tvbus://6FY4xocWefFuVYjDBXTk5wRQD3qJRBfDAw6Zi9441mB9GSAeLdfxqZmdZoDZb#tvbus://5eG57NNkFN4CDWoupXqh98YHjU8dmNajAZBapNpfQEtXjh8k4gmJC9oy8BKzP
八大戲劇HD,tvbus://87YtzZWYHBcm1XJ7TCMAPA9hcACHyFWsHnntfyb887cTDyYybQ#tvbus://7aG4t5DgUNAxUnaWdeiV1y9zhBgMEiq9MMnPeAizmsbbL3sS21#tvbus://7XQbQfW9KpMGGtSaNXJX2Krz7JwjNQr2oCzsi3StoaS7t9rTZ5#tvbus://7o4eXwDDmZvFTD2Z8ddxdBo66H49dKPzqhcXiJQ8Rx7KbvK1mK#tvbus://73epcYno8FJFXR22D9CnEGxho8JkrEWBGMc15GJUzmeC9SttNX#tvbus://7qmiUarneeGSaTEPFw1az4DA7fkUefCsYroPrfNFMV5nMy9LNi#tvbus://6VC7mA75wBzGhSSpNU5meLG1RDzFRiKcbCqW7RPXJW6Y3HKkV3txNTBwEgQBY
TVBS歡樂,tvbus://7CD7LhTxsQndrUWYDMAdmS8karJEvEiawDnrvXc3ehEAay2DFW#tvbus://7jaunhze4qwL9k2XvvgePJq85hqUYf8o265n8gLpAVmSRDeZdx#tvbus://6hyHnrM23xSR7UKMorPBEMsGiZ7CyZ79TFag7yGi5svc7EcBDUy5jLpjVwsQu#tvbus://6J9yTeMfYJvPgfGmNmZXnh6RZfV88efXx2qB5sHDTkAi5DAYjAj8bHEqdrzgi#tvbus://6FsssEM8of2kRHCaXiy59AvXMXjqU6rPq9wZiUwv3Y5saYRSdAh6YWAfSxy8m
TVBS歡樂(备:1),tvbus://8FJ9udhBduyYkG7SCCX1sZjZ94H5yb1Kp6n75dj2bHecX7v8zT#tvbus://7ahJzS1pXVqVwTk5QAmtRvZ7ih3CVt8iqHjtoujdhVj6nMorvD#tvbus://6BKeicYE7oSdBGtCR215KztoXw5fqEM1vqKhm6N3ynG3ktZWAQvpwx9zbxDVz#tvbus://6WXSXckatZgnSQsqxsjyi67R6RBScuC9nN14gp2n9UpnasFokuT3Kei8iRUxp#tvbus://5LyuBMwHE6P7UAUqVvLe6mC7QL5NATwHbRpD32DSsRxUNECek8sA6Eqhg9WCe
緯來戲劇台,tvbus://8ge3EVa12Ujf6hcwqsQDAEkwahrwmqSs3gPgggPCuoC7yUYmZZ#tvbus://8AmMBEFnpsumJZep36r56MiuFiULueuP1HjBxSYiyJ9K4C3tXY#tvbus://5gzBWbU1wHMXHfLAgnmPHzjgLX48Qh7MQMHqWaRaFftHT5FKJmZKrgV3tjhzC#tvbus://6eE7DuvyfUtWg4ENGQE7nx9bSMQUzTcV4827F7bJ7653SHWfuQGnWXJQURAhg#tvbus://634ozAvnafsggKb77Gz2uLqhYJjtYEs3Aa1ETw5pY4f8aBTajo7yLMNd5Y3hz
八大精彩,tvbus://6xHRN5qvno49CCrCeuynbgfrZAzNfsdFHzTZRL3ZYA4N7aGmvR#tvbus://7n65nNyotsofDjbzCxCc8xQeQtu5LUugWHFzfwMx1oawbhkJus#tvbus://6gpNb4LdAcmnJuVii1AAdKAiCi85ngU92YntaGaGRzMmBa21Ka4a1tjthYtnE#tvbus://5RH53BauoSrJ9if8VCxiyYV956j5Mk2E2SA4t3qiAuPRx3DLLLfjb8NAH996p#tvbus://5LYjm9pbbmF1mZMjLKkQRR8E7ZSY8fTTZpVVpfuao7RKvXnkuhFeRCcsfuJX4
高點綜合,tvbus://7eDKFYUsQ8u8BC2bgoDggYMJJuQgQb2tEN5ZGjnZ7heFMi6hdA#tvbus://8KFsHjevFAetEm7VJb6Knd2m3S6bfrtwGCe8Wsn2Dv9UY9zi2a#tvbus://5xp9EdYZ4H9FgLPqoE77G42f4XjcZhAzFu25KN6Nh2dn59kLJ4JcBQR2mgZpm#tvbus://6AXibbc3WgRaYoyfSwBhJCZJucXZ8fUcKZzbqjQdKyH1S4V7n5aUZRd92qh4Q#tvbus://5StDinyF7pmv22KVznhdssix2gF1Qdp6Qqm5Hm6dgcUbzpKaPdcTcRYqsk49i
